Reason(s),P/F
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown Aas per NRLDC instruction.,P
Reserve Shutdown As per NRLDC instruction.,P
Reserve Shutdown As per NRLDC instruction.,P
Reserve Shutdown As per nrldc instruction.,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown As per nrldc instruction,P
Reserve Shutdown As per nrldc instruction,P
Reserve Shutdown As per nrldc instruction,P
Reserve Shutdown As per nrldc instruction,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown nrldc communication,P
Reserve Shutdown nrldc communication,P
Reserve Shutdown nrldc communication,P
Reserve Shutdown nrldc communication,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown As per NRLDC Instructions Unit Desynchronized,P
Reserve Shutdown As per NRLDC Instructions Unit Desynchronized,P
Reserve Shutdown As per NRLDC Instructions Unit Desynchronized,P
Reserve Shutdown As per NRLDC Instructions Unit Desynchronized,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
 Tripped due to exhaust pressure high.,F
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
GT trip ,F
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown AS PER NRLDC INSTRUCTION UNIT IS DESYNCHRONIZED,P
Reserve Shutdown AS PER NRLDC INSTRUCTION UNIT IS DESYNCHRONIZED,P
Reserve Shutdown AS PER NRLDC INSTRUCTION UNIT IS DESYNCHRONIZED,P
Reserve Shutdown AS PER NRLDC INSTRUCTION UNIT IS DESYNCHRONIZED,P
"Reserve Shutdown AS PER NRLDC INSTRUCTION , UNIT DESYNCHRONISED ",P
"Reserve Shutdown as per mail recieved, Unit is Desynchronized.",P
"Reserve Shutdown as per mail recieved, Unit is Desynchronized.",P
Reserve Shutdown ,P
Reserve Shutdown ,P
"Reserve Shutdown as per mail recieved, Unit is Desynchronized.",P
"Reserve Shutdown as per mail recieved, Unit is Desynchronized.",P
Oil Leakage ,F
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown AS PER THE NRLDC COMMUNICATION UNIT IS DESYNCHRONIZED,P
Reserve Shutdown AS PER THE NRLDC COMMUNICATION UNIT IS DESYNCHRONIZED,P
Reserve Shutdown AS PER THE NRLDC COMMUNICATION UNIT IS DESYNCHRONIZED,P
Reserve Shutdown AS PER THE NRLDC COMMUNICATION UNIT IS DESYNCHRONIZED,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
Reserve Shutdown ,P
 Annual maintenance,P
 Generator deffrential operated,F
 DYNAMIC BALANCING OF THE ROTOR,F
  Out due to High Silt ,F
 Unit No. 3 stopped due to High Silt PPM.,F
 Unit No. 2 stopped due to High Silt PPM.,F
 Out due to High Silt,F
 Out due to High Silt,F
 Due to  high silt(5230 PPM),F
 Due to  high silt(5230 PPM),F
 Due to High silt,F
 Due to High silt,F
 Due to High silt,F
 High Silt,F
 High Silt,F
 High Silt,F
 HIGH Silt,F
 HIGH SILT CONTENT,F
 HIGH Silt,F
 Due to High Silt ppm,F
 Due to High Silt ppm,F
 Due to High Silt ppm,F
 High Silt,F
 High Silt,F
 High Silt,F
 High Silt.,F
 High Silt.,F
 HIGH SILT,F
 HIGH SILT,F
 HIGH SILT,F
 HIGH SILT,F
 HIGH SILT,F
 HIGH SILT,F
 Unit No.3 has been stopped due to High Silt .,F
 Out due to High Silt (5220ppm),F
 Out due to High Silt (5220ppm),F
 Out due to High Silt (10500ppm),F
  Due to High Silt.,F
 Due to High Silt.,F
 Due to High Silt.,F
 HIGH SILT,F
 HIGH SILT,F
High Silt ,F
High Silt ,F
High Silt ,F
 Unit No.2 has been Tripped due Cooling System Problems at 17:22 Hrs.,F
 Unit No.3 has been Tripped due to cooling System problems at 18:23 Hrs.,F
 Due to High silt,F
 Unit No.2 has been tripped due to high silt at 16:13 Hrs.,F
 Due to High silt,F
 Due to High silt,F
 Due to High silt,F
High Silt ,F
High Silt ,F
High Silt ,F
 Communication failure,F
 UNIT NO.2 HAS BEEN SHUTDOW AT 9:30 HRS FOR REPLACEMENT OF UPPER GUIDEVAN BUSHES .,F
 Due to high Silt.,F
 Due to high Silt.,F
 Due to high Silt.,F
 Due to High Silt PPM in water,F
 Due to High Silt PPM in water,F
 Due to High Silt PPM in water,F
 Due to High Silt.,F
 Due to High Silt.,F
 Due to High Silt.,F
  Annual Maintenance,P
 Annual Maintenance of  unit #2.,P
  Annual Maintenance of  unit #1.,P
 Unit #2 is under shutdown condition due to Generator Shaft current very high,P
 Non closing of Main Inlet Valve ,F
 Due to High Silt Content in River,F
 Due to High Silt Content in River,F
 Due to High Silt Content in River,F
 Due to problem in MIV,F
 Problem in OPU system.,F
 Mal Operation of REF of UTT#1,F
 Due to Hight Silt (ppm).,F
 Due to Hight Silt (ppm).,F
 Due to Hight Silt (ppm).,F
 HIGH SILT COTANT IN RIVER,F
 HIGH SILT COTANT IN RIVER,F
 HIGH SILT CONTENT IN RIVER,F
 due to very high silt ie 5700 PPM,F
 due to very high silt ie 5700 PPM,F
 due to very high silt ie 5700 PPM,F
 Due to the leakage problem of DT Gate .,F
 Due to the leakage problem of DT Gate .,F
 Problem in DT Gate,F
Generator Transformer protection operated .,F
 high silt,F
 high silt,F
 high silt,F
 Due to High Silt,F
 Due to High Silt,F
 Due to High Silt,F
 High SILT,F
 High SILT,F
 High SILT,F
 Due to High Silt,F
 Due to High Silt,F
 Due to High Silt,F
 Leakage through DT Gate,F
 Leakage through DT Gate,F
 Leakage through DT gate,F
 Delay in synchronizing due to  non opening of MIV OF U#3 ,F
Turbine Bearing Temperature High U2 tripped ,F
Generator Fault .TRIPPED ON UGB VIBRATION VERY HIGH,F
 Due to High Silt Content,F
 Due to high Silt content,F
 Due to high silt content,F
 High Silt.,F
 High Silt.,F
 High Silt.,F
High Silt (approx. 6000 PPM).,F
High Silt (approx. 6000 PPM).,F
High Silt (approx. 6000 PPM).,F
High silt (7000 PPM),F
High silt (7000 PPM),F
High silt (7000 PPM),F
High silt . Due to High Silt content in Dam Intake (19000 PPM),F
High silt . Due to High Silt content in Dam Intake (19000 PPM),F
High silt . Due to High Silt content in Dam Intake (19000 PPM),F
High silt . Unit out due to High Silt.,F
High silt . Unit out due to High Silt.,F
High silt . Unit out due to High Silt.,F
High silt ,F
High silt ,F
Generator Fault . Generator tripped due to very high shaft current.,F
High silt ,F
High silt ,F
High silt ,F
High silt ,F
High silt ,F
High silt ,F
High silt (10151 ppm).,F
High silt (10151 ppm).,F
High silt (10151 ppm).,F
High silt ,F
High silt ,F
High silt ,F
High silt Unit could not synchronised due to high silt,F
High silt . High Silt content at Dam Intake.,F
High silt . High Silt Content at Dam Intake.,F
High silt . High Silt Content at Dam Intake.,F
High silt ,F
High silt (PPM level 8150).,F
High silt ,F
High silt ,F
High silt ,F
High silt ,F
High silt ,F
High silt ,F
Turbine Problem ,F
High silt ,F
High silt ,F
High silt ,F
Relay maloperation . Unit - 2 tripped on reverse power 86C relay operated.,F
High silt Due to high silt,F
High silt Due to high silt,F
High silt Due to high silt,F
High silt ,F
High silt ,F
High silt ,F
High silt ,F
High silt ,F
High silt ,F
Turbine Problem . Due to Turbine Bearing Vibration very high.,F
Synchronization failure . U#1 Delay in synchronisation due to  Synchroniser problem.,F
Synchronization failure . Unit no. 3 tripped due to synchronization failure.,F
Operating Mechanism Faulty . Unit#03 could not be synchronized in time due to shear pin power supply not healthy.,F
Maloperation of Relay Unit#02 tripped on maloperation of Governor OPU Pressure Switch.,F
Annual Maintenance . U#3 is under shutdown to Annual Maintenance .,P
Relay maloperation Due to non opening of MIV,F
Synchronization failure . Unit#01 could not be synchronized in time due to synchronizing problem.,F
Annual Maintenance ,P
Synchronization failure due to delay in synchronization.,F
Oil Leakage . Unit could not operated due to Generator bearing oil level Low.,F
Annual Maintenance Unit no.1 has been shutdown due to Annual Maintenance work from 30/12/2023  (09:00 Hrs) to 29/01/2024 (17:00 Hrs),P
Synchronization failure . Delay in synchronization due to cooling water flow low.,F
Synchronization failure . Delay in synchronization.,F
Synchronization failure . Delay in synchronization.,F
High silt Unit # 2 is under shutdown from 22:49 Hrs due to high silt,P
High silt Unit # 3 stooped at 22:49 Hrs due to high silt,F
High silt Unit # 1 is under shutdown from 22:49 Hrs due to high silt,P
Relay maloperation . Unit No.1 stopped due to Relay mal operation.,F
High silt Unit No.3 has been stopped due to high silt at 18:29 Hrs,F
High silt Unit No.2 has been stopped due to high silt at 18:30Hrs.,F
High silt Unit No.1 has been stopped due to high silt at 18:44 Hrs.,F
Synchronization failure . Delay in Synchronization.,F
High silt ,F
High silt ,F
High silt ,F
GT trip due to electrical fault.,F
High silt . Reservoir flushing and diversion tunnel work.,F
High silt . Reservoir flushing and diversion tunnel work.,F
High silt . Reservoir flushing and diversion tunnel work.,F
High silt ,F
High silt ,F
High silt ,F
High silt ,F
High silt ,F
High silt ,F
Relay maloperation U#3 Tripped at 15:27 hrs and U#3 Synchronized at 16:05 hrs on dt 08.05.2024,F
Maloperation of Relay . Unit#03 tripped on Shaft current very high.,F
Turbine Problem . Shutdown for inspection of high vibration of TGB.,P
AC Supply Fail . Unit #01 tripped due to low flow in cooling water system due to failure of AC Supply. ,F
Maloperation of Relay U#3 has been tripped due to NGT Over current relay operated,F
Synchronization failure Delay in Synchronization,F
Relay maloperation Maloperation of Island mode,F
Generator Fault . Unit#1 tripped on Generator Shaft Current High.,F
Maloperation of Relay . Excitation system fault,F
Generator Fault Tripped on high shaft current .,F
Generator Fault  tripped  on High Generator shaft current.,F
  tripped  due to shaft current very high ,F
GT trip . Tripped due to generator air cooler temp. very high.,F
High silt ,F
High silt ,F
High silt ,F
Circulating Water pump trip . U-3 tripped on cooling water flow low in TGB Oil coolers.,F
High silt . U3 stopped at 0828 hrs due to high silt PPM 7420 measured at turbine.,F
High silt . U2 stopped at 0832 hrs due to high silt PPM 7420 measured at turbine.,F
High silt . U1 stopped at 0837 hrs due to high silt PPM 7420 measured at turbine.,F
Synchronization failure due to excitation problem.,F
High silt ,F
High silt ,F
High silt ,F
High silt ,F
High silt ,F
High silt ,F
High silt ,F
High silt ,F
High silt ,F
High silt ,F
High silt ,F
High silt ,F
Generator Fault . Shaft current high.,F
High silt ,F
High silt ,F
High silt ,F
High silt ,F
High silt ,F
High silt Unit#02 De-synchronized@15:25 Hrs. due to high silt.,F
High silt Unit#03 De-synchronized@15:35 Hrs. due to high silt.,F
High silt U#01 not available due to high silt after 15:35 Hrs.,F
High silt . Desynchronized at 16:42 hrs on dt 19.08.2024 due to high silt. W.e.f. 02:00 hrs of 20.08.24 out due to Low inflow,F
High silt ,F
High silt ,F
High silt ,F
High silt ,F
High silt ,F
Generator Fault . Unit-1 tripped on High Gen Shaft Current. ,F
High silt ,F
High silt ,F
High silt ,F
GT trip . Unit-2 tripped on Governor Oil Pressure very low.,F
Generator Fault . Shaft current very high.,F
High silt ,F
High silt ,F
High silt ,F
Synchronization failure . Delay in Synchronization of Unit-03.,F
Generator Fault . Unit-1 tripped on High Generator Shaft current.,F
Generator Fault . Unit-1 tripped on Generator Shaft current very high.,F
Snapping of Earth wire Non Availability of  both 220 KV Transmission line due shutdown taken Power Grid.,P
Snapping of Earth wire Non Availability of Both 220KV Transmission Line due to shutdown taken by Power Grid. ,P
Snapping of Earth wire Non Availability of Both 220KV Transmission Line due to Shutdown taken By Power Grid.,P
Generator Rotor Earth Fault . Unit no.-3 tripped on rotor earth fault.,F
Annual Maintenance Unit #3 in under annual maintenance from 15/11/2024 (09:00 hrs ).,P
Synchronization failure  due to delay in synchronization.,F
Relay maloperation u#1 Tripped at 6:09 hrs on shaft current very high,F
Annual Maintenance ,P
Synchronization failure Delay due to synchronization failure.,F
Raw water non-availability Delay due to problem in cooling system.,F
Maintenance work in Upstream Inspection of sill beam of emergency gate of Diversion Tunnel,P
Maintenance work in Upstream Inspection of sill beam of emergency gate of Diversion Tunnel,P
Annual Maintenance ,P
Operating Mechanism Faulty Fault in MIV Function during start of unit.,F
 Unit could not be started due to low flow in TGB Cooling Water.,F
High silt U#1 UNDER SHUTDOWN DUE TO HIGH SILT.PPM 4410,P
High silt U#2 UNDER SHUTDOWN DUE TO HIGH SILT.PPM 4410,P
High silt U#3 UNDER SHUTDOWN DUE TO HIGH SILT. PPM 4410,P
Turbine Problem Unit#02 tripped on overspeed,F
Turbine Problem Unit#03 tripped on ovespeed,F
Turbine Problem Unit#01 tripped on overspeed,F
High silt . Unit stopped due to high silt.,F
High silt . Unit stopped due to high silt.,F
High silt . Unit stopped due to high silt.,F
Generator Fault . Unit-3 tripped on High Generator Shaft Current.,F
Generator Fault . Unit-3 tripped on high generator shaft current.,F
 Unit-2 tripped due to Gov Oil pressure Very Low.,F
 Unit-3 tripped on Generator Shaft Current Very High.,F
Generator Rotor Earth Fault . Unit-3 tripped due to Generator Rotor Earth Fault.,F
Generator Fault . Unit-3 tripped due to generator shaft current very high.,F
 Governor OPU (Oil Pressure Unit) pressure very low.,F
Generator Fault . Unit tripped due to Generator  shaft current very high. ,F
